"Family","Genus","Species","Taxon","Common Name","Native Status","effectm partm of this plant.","Lifeform","Duration","July High Temp","Dec Low Temp","Temp Range","Lower Elevation","Upper Elevation","Start Bloom Month","End Bloom Month","Calrecnum"
"SAURURACEAE","Anemopsis","californica","Anemopsis californica","Yerba mansa","native","","Perennial herb","Perennial","110","20","73","0","2030","2","3","360"
"APIACEAE","Anethum","graveolens","Anethum graveolens","Dill","non-native","","Annual herb","Annual","89","40","46","5","400","6","8","361"
"APIACEAE","Angelica","tomentosa","Angelica tomentosa","Woolly angelica","native","","Perennial herb","Perennial","89","24","55","70","2280","6","8","371"
"ASTERACEAE","Anisocoma","acaulis","Anisocoma acaulis","Scale bud","native","","Annual herb","Annual","100","14","71","150","2480","3","6","372"
"BRYACEAE","Anomobryum","julaceum","Anomobryum julaceum","Slender silver moss","rare","","Moss","Perennial","95","38","57","","","","","8879"
"BASELLACEAE","Anredera","cordifolia","Anredera cordifolia","Mignonette vine","non-native","","Perennial herb, Vine","Perennial","72","44","27","","","7","11","374"
"ASTERACEAE","Anthemis","cotula","Anthemis cotula","Dog fennel","non-native","","Annual herb","Annual","96","18","60","0","2640","5","9","392"
"ANTHOCEROTACEAE","Anthoceros","fusiformis","Anthoceros fusiformis","Hornwort","native","","Hornwort","Perennial","90","38","53","90","130","","","12220"
"POACEAE","Anthoxanthum","odoratum","Anthoxanthum odoratum","Sweet vernal grass","non-native invasive","","Annual, Perennial grass","Annual","92","30","55","0","1790","5","6","395"
"APIACEAE","Anthriscus","caucalis","Anthriscus caucalis","Bur chervil","non-native","","Annual herb, Vine","Annual","98","26","59","0","1940","3","5","396"
"PLANTAGINACEAE","Antirrhinum","coulterianum","Antirrhinum coulterianum","Coulter's snapdragon","native","","Annual herb","Annual","97","30","61","65","1880","4","6","398"
"PLANTAGINACEAE","Antirrhinum","kelloggii","Antirrhinum kelloggii","Lax snapdragon","native","","Annual herb","Annual","94","32","60","35","1850","3","5","401"
"PLANTAGINACEAE","Antirrhinum","majus","Antirrhinum majus","Garden snapdragon","non-native","","Annual, Perennial herb","Annual","91","34","56","10","2280","3","6","404"
"PLANTAGINACEAE","Antirrhinum","nuttallianum","Antirrhinum nuttallianum","Nuttall's snapdragon","native","","Annual, Perennial herb","Annual","94","32","57","0","1900","5","7","406"
"PLANTAGINACEAE","Antirrhinum","nuttallianum","Antirrhinum nuttallianum ssp. nuttallianum","Nuttall's snapdragon","native","","Annual, Perennial herb","Annual","95","32","58","25","1700","5","7","407"
"PLANTAGINACEAE","Antirrhinum","nuttallianum","Antirrhinum nuttallianum ssp. subsessile","Nuttall's snapdragon","native","","Annual, Perennial herb","Annual","94","34","57","0","330","3","8","408"
"PLANTAGINACEAE","Antirrhinum","ovatum","Antirrhinum ovatum","Oval leaved snapdragon","rare","","Annual herb","Annual","92","32","60","620","1180","5","11","410"
"PLANTAGINACEAE","Antirrhinum","thompsonii","Antirrhinum thompsonii","","native","","Perennial herb","Perennial","92","32","56","65","1850","4","8","14286"
"LEUCODONTACEAE","Antitrichia","californica","Antitrichia californica","","native","","Moss","Perennial","93","24","61","110","850","","","13701"
"ROSACEAE","Aphanes","occidentalis","Aphanes occidentalis","Ladie's mantle","native","","Annual, Perennial herb","Annual","96","30","61","0","1880","2","4","420"
"CHENOPODIACEAE","Aphanisma","blitoides","Aphanisma blitoides","Aphanisma","rare","","Annual herb","Annual","79","44","33","0","190","3","6","421"
"OROBANCHACEAE","Aphyllon","californicum","Aphyllon californicum","California orobanche","native","","Perennial herb (parasitic)","Perennial","99","20","62","0","2560","","","13432"
"OROBANCHACEAE","Aphyllon","californicum","Aphyllon californicum ssp. condensum","California broomrape","native","","Perennial herb (parasitic)","Perennial","93","30","60","0","660","5","8","13434"
"OROBANCHACEAE","Aphyllon","californicum","Aphyllon californicum ssp. feudgei","California broomrape","native","","Perennial herb (parasitic)","Perennial","89","22","58","1300","2610","5","8","13435"
"OROBANCHACEAE","Aphyllon","californicum","Aphyllon californicum ssp. grande","California broomrape","native","","Perennial herb (parasitic)","Perennial","74","44","28","0","65","5","8","13436"
"OROBANCHACEAE","Aphyllon","californicum","Aphyllon californicum ssp. jepsonii","Jepson's california broom rape","native","","Perennial herb (parasitic)","Perennial","95","34","61","150","1720","5","8","13438"
"OROBANCHACEAE","Aphyllon","fasciculatum","Aphyllon fasciculatum","Clustered broomrape","native","","Perennial herb (parasitic)","Perennial","95","12","64","0","3180","3","8","13441"
"OROBANCHACEAE","Aphyllon","franciscanum","Aphyllon franciscanum","Clustered broomrape","native","","Perennial herb","Perennial","94","18","63","120","2260","2","7","14625"
"OROBANCHACEAE","Aphyllon","parishii","Aphyllon parishii","Parish's broom rape","native","","Perennial herb (parasitic)","Perennial","95","26","58","20","2600","","","13442"
"OROBANCHACEAE","Aphyllon","parishii","Aphyllon parishii ssp. brachylobum","Short lobed broom rape","native","","Perennial herb (parasitic)","Perennial","72","44","22","5","130","","","13443"
"OROBANCHACEAE","Aphyllon","parishii","Aphyllon parishii ssp. parishii","Parish broomrape","native","","Perennial herb (parasitic)","Perennial","96","22","61","80","2600","4","10","13444"
"OROBANCHACEAE","Aphyllon","purpureum","Aphyllon purpureum","Naked broom rape","native","","Annual herb","Annual","94","16","62","0","2870","4","7","13529"
"OROBANCHACEAE","Aphyllon","tuberosum","Aphyllon tuberosum","Chaparral broomrape","native","","Perennial herb (parasitic)","Perennial","95","28","60","25","2280","4","6","13446"
"OROBANCHACEAE","Aphyllon","vallicola","Aphyllon vallicola","Hillside broomrape","native","","Annual, Perennial herb","Annual","93","36","58","","","7","9","14626"
"APIACEAE","Apiastrum","angustifolium","Apiastrum angustifolium","Wild celery","native","","Annual herb","Annual","95","30","60","0","1550","3","4","422"
"APIACEAE","Apium","graveolens","Apium graveolens","Celery","non-native","Severe skin irritation from touching the aboveground parts or sap of this plant.","Annual, Biennial herb","Annual","99","30","64","0","1790","5","7","423"
"APOCYNACEAE","Apocynum","cannabinum","Apocynum cannabinum","Indian hemp","native","Do not eat any part of this plant.","Perennial herb","Perennial","99","16","71","0","2590","6","8","426"
"RANUNCULACEAE","Aquilegia","eximia","Aquilegia eximia","Van Houtte's columbine","native","","Perennial herb","Perennial","91","30","58","100","1450","5","10","429"
"RANUNCULACEAE","Aquilegia","formosa","Aquilegia formosa","Columbine","native","","Perennial herb","Perennial","94","10","63","0","3270","3","5","430"
"ARALIACEAE","Aralia","californica","Aralia californica","California spikenard","native","","Perennial herb","Perennial","92","26","61","0","2030","6","9","504"
"ARAUCARIACEAE","Araucaria","bidwillii","Araucaria bidwillii","Bunya bunya","non-native","","Tree","Perennial","","","","","","","","12230"
"ARAUCARIACEAE","Araucaria","columnaris","Araucaria columnaris","New caledonia pine","non-native","","Tree","Perennial","","","","","","","","10500"
"APOCYNACEAE","Araujia","sericifera","Araujia sericifera","Bladderflower","non-native invasive","Do not eat any part of this plant.","Perennial herb, Vine","Perennial","92","40","52","0","1090","8","10","505"
"ERICACEAE","Arbutus","menziesii","Arbutus menziesii","Madrono","native","","Tree","Perennial","94","28","60","0","1860","4","5","506"
"VISCACEAE","Arceuthobium","campylopodum","Arceuthobium campylopodum","Pine  dwarf mistletoe","native","Do not eat any part of this plant.","Perennial herb (parasitic)","Perennial","95","16","62","0","2670","7","11","510"
"ASTERACEAE","Arctium","minus","Arctium minus","Common burdock","non-native","","Perennial herb","Perennial","91","20","64","35","1410","7","10","522"
"ERICACEAE","Arctostaphylos","confertiflora","Arctostaphylos confertiflora","Santa rosa island manzanita","rare","","Shrub","Perennial","","","","","","2","4","543"
"ERICACEAE","Arctostaphylos","crustacea","Arctostaphylos crustacea","Brittle leaf manzanita","native","","Shrub","Perennial","87","34","48","0","1520","1","3","11335"
"ERICACEAE","Arctostaphylos","crustacea","Arctostaphylos crustacea ssp. crustacea","Brittle leaf manzanita","native","","Shrub","Perennial","87","34","48","0","1110","1","3","11337"
"ERICACEAE","Arctostaphylos","crustacea","Arctostaphylos crustacea ssp. eastwoodiana","Eastwood's brittle-leaf manzanita","rare","","Shrub","Perennial","77","42","33","290","330","3","3","11155"
"ERICACEAE","Arctostaphylos","crustacea","Arctostaphylos crustacea ssp. insulicola","Island manzanita","rare","","Shrub","Perennial","80","42","38","210","250","12","6","11156"
"ERICACEAE","Arctostaphylos","crustacea","Arctostaphylos crustacea ssp. rosei","Rose's manzanita","native","","Shrub","Perennial","80","42","38","0","480","1","3","11338"
"ERICACEAE","Arctostaphylos","crustacea","Arctostaphylos crustacea ssp. subcordata","Santa cruz island manzanita","rare","","Shrub","Perennial","","","","","","1","4","11157"
"ERICACEAE","Arctostaphylos","glandulosa","Arctostaphylos glandulosa","Eastwood manzanita","native","","Shrub","Perennial","91","28","57","0","2310","1","3","548"
"ERICACEAE","Arctostaphylos","glandulosa","Arctostaphylos glandulosa ssp. adamsii","Adams' manzanita","native","","Shrub","Perennial","93","30","61","","","1","3","550"
"ERICACEAE","Arctostaphylos","glandulosa","Arctostaphylos glandulosa ssp. cushingiana","Cushing manzanita","native","","Shrub","Perennial","91","28","57","55","2280","1","3","11339"
"ERICACEAE","Arctostaphylos","glandulosa","Arctostaphylos glandulosa ssp. gabrielensis","San gabriel manzanita","rare","","Shrub","Perennial","87","30","51","1480","2300","3","3","11159"
"ERICACEAE","Arctostaphylos","glandulosa","Arctostaphylos glandulosa ssp. glandulosa","Eastwood manzanita","native","","Shrub","Perennial","90","32","54","0","2310","1","3","552"
"ERICACEAE","Arctostaphylos","glandulosa","Arctostaphylos glandulosa ssp. mollis","Transverse range manzanita","native","","Shrub","Perennial","91","32","51","430","2290","1","3","554"
"ERICACEAE","Arctostaphylos","glauca","Arctostaphylos glauca","Big berry manzanita","native","","Tree, Shrub","Perennial","96","28","64","50","2440","1","2","556"
"ERICACEAE","Arctostaphylos","hooveri","Arctostaphylos hooveri","Hoover's manzanita","rare","","Shrub","Perennial","82","40","43","0","920","2","6","565"
"ERICACEAE","Arctostaphylos","insularis","Arctostaphylos insularis","Island manzanita","native","","Shrub","Perennial","75","44","31","0","400","12","6","567"
"ERICACEAE","Arctostaphylos","morroensis","Arctostaphylos morroensis","Morro manzanita","rare","","Shrub","Perennial","72","42","31","0","70","12","3","584"
"ERICACEAE","Arctostaphylos","parryana","Arctostaphylos parryana","Parry manzanita","native","","Shrub","Perennial","95","24","64","750","2530","3","4","595"
"ERICACEAE","Arctostaphylos","parryana","Arctostaphylos parryana ssp. parryana","Parry manzanita","native","","Shrub","Perennial","95","28","65","750","2340","3","4","8854"
"ERICACEAE","Arctostaphylos","pechoensis","Arctostaphylos pechoensis","Pecho manzanita","rare","","Shrub","Perennial","81","36","45","20","410","11","3","597"
"ERICACEAE","Arctostaphylos","pungens","Arctostaphylos pungens","Mexican manzanita","native","","Tree, Shrub","Perennial","95","26","63","240","2280","1","2","602"
"ERICACEAE","Arctostaphylos","purissima","Arctostaphylos purissima","La purisima manzanita","rare","","Shrub","Perennial","79","40","35","40","420","11","5","603"
"ERICACEAE","Arctostaphylos","purissima","Arctostaphylos purissima ssp. globosa","Globose manzanita","native","","Shrub","Perennial","","","","","","12","3","14704"
"ERICACEAE","Arctostaphylos","purissima","Arctostaphylos purissima ssp. purissima","La Purisima manzanita","native","","Shrub","Perennial","77","42","33","","","12","3","14705"
"ERICACEAE","Arctostaphylos","refugioensis","Arctostaphylos refugioensis","Refugio manzanita","rare","","Shrub","Perennial","83","40","33","130","550","12","3","605"
"ERICACEAE","Arctostaphylos","rudis","Arctostaphylos rudis","Sand mesa manzanita","rare","","Shrub","Perennial","75","40","36","40","360","11","2","607"
"ERICACEAE","Arctostaphylos","tomentosa","Arctostaphylos tomentosa","Woolly leaf manzanita","native","","Shrub","Perennial","82","38","42","0","1480","1","3","613"
"ERICACEAE","Arctostaphylos","viridissima","Arctostaphylos viridissima","Mcminn's manzanita","rare","","Shrub","Perennial","","","","85","360","12","5","628"
"ASTERACEAE","Arctotheca","calendula","Arctotheca calendula","Cape weed","non-native invasive","","Annual, Perennial herb","Annual","84","38","44","0","740","3","8","634"
"ASTERACEAE","Arctotheca","prostrata","Arctotheca prostrata","Prostrate cape weed","non-native invasive","","Annual, Perennial herb","Annual","83","38","44","0","740","1","12","11138"
"ASTERACEAE","Arctotis","venusta","Arctotis venusta","Blue-eyed african daisy","non-native","","Perennial herb","Perennial","","","","","","4","11","11348"
"CARYOPHYLLACEAE","Arenaria","paludicola","Arenaria paludicola","Marsh sandwort","rare","","Perennial herb","Perennial","67","44","23","0","20","5","8","652"
"PAPAVERACEAE","Argemone","munita","Argemone munita","Prickly poppy","native","","Annual, Perennial herb","Annual","105","14","69","45","2700","8","8","657"
"ASTERACEAE","Argyranthemum","foeniculaceum","Argyranthemum foeniculaceum","Canary island margeurite","non-native","","Perennial herb","Perennial","75","44","29","0","2280","3","8","658"
"ASTERACEAE","Argyranthemum","frutescens","Argyranthemum frutescens","Marguerite","non-native","","Perennial herb","Perennial","77","46","31","0","0","","","9021"
"PTERIDACEAE","Argyrochosma","jonesii","Argyrochosma jonesii","Jones' false cloak fern","native","","Fern","Perennial","97","18","69","490","2680","","","659"
"POACEAE","Aristida","adscensionis","Aristida adscensionis","Three awn","native","","Annual grass","Annual","106","30","67","-4","1860","1","11","661"
"POACEAE","Aristida","divaricata","Aristida divaricata","Poverty three awn","native","","Perennial grass","Perennial","96","24","63","400","2290","5","6","663"
"POACEAE","Aristida","purpurea","Aristida purpurea","Purple three awn","native","","Perennial grass","Perennial","104","20","69","80","2280","2","3","665"
"POACEAE","Aristida","purpurea","Aristida purpurea var. parishii","Parish three awn","native","","Perennial grass","Perennial","103","34","64","210","1810","2","3","669"
"POACEAE","Aristida","ternipes","Aristida ternipes","Spidergrass","native","","Perennial grass","Perennial","96","34","59","95","2280","5","11","9023"
"POACEAE","Aristida","ternipes","Aristida ternipes var. gentilis","Spidergrass","native","","Perennial grass","Perennial","94","34","59","95","2280","5","11","9694"
