Family,Genus,Species,Taxon,Common Name,Native Status,effectm partm of this plant.,Lifeform,Duration,July High Temp,Dec Low Temp,Temp Range,Lower Elevation,Upper Elevation,Start Bloom Month,End Bloom Month,Calrecnum,Toxic parts,Toxic part 1,Toxic part 2,Toxic part 3,Toxins,Toxin 1,Toxin 2
AMARANTHACEAE,Amaranthus,retroflexus,Amaranthus retroflexus,Rough pigweed,non-native,NA,Annual herb,Annual,96,24,61,0,2120,6,11,283,NA,NA,NA,NA,NA,NA,NA
AMARANTHACEAE,Amaranthus,tuberculatus,Amaranthus tuberculatus,Common waterhemp,non-native,NA,Annual herb,Annual,95,38,57,0,75,7,10,12132,NA,NA,NA,NA,NA,NA,NA
AMARANTHACEAE,Amaranthus,tuberculatus,Amaranthus tuberculatus var. rudis,Common waterhemp,non-native,NA,Annual herb,Annual,NA,NA,NA,NA,NA,7,10,11323,NA,NA,NA,NA,NA,NA,NA
AMARYLLIDACEAE,Amaryllis,belladonna,Amaryllis belladonna,Naked lady,non-native,Do not eat the underground parts of this plant.,Perennial herb,Perennial,92,38,53,0,1340,8,9,8632,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Amblyopappus,pusillus,Amblyopappus pusillus,Pineapple weed,native,NA,Annual herb,Annual,85,42,39,0,1420,3,6,287,NA,NA,NA,NA,NA,NA,NA
AMBLYSTEGIACEAE,Amblystegium,serpens,Amblystegium serpens,NA,native,NA,Moss,Perennial,82,12,57,NA,NA,NA,NA,13685,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Ambrosia,acanthicarpa,Ambrosia acanthicarpa,Annual burrweed,native,NA,Annual herb,Annual,105,14,70,5,2730,9,11,288,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Ambrosia,artemisiifolia,Ambrosia artemisiifolia,Annual ragweed,non-native,NA,Annual herb,Annual,95,26,60,0,1380,7,10,290,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Ambrosia,chamissonis,Ambrosia chamissonis,Silver beachweed,native,NA,Perennial herb,Perennial,77,40,33,-1,350,6,7,292,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Ambrosia,confertiflora,Ambrosia confertiflora,Weak leaved burweed,native,NA,Perennial herb,Perennial,93,32,59,0,1770,5,11,294,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Ambrosia,psilostachya,Ambrosia psilostachya,Ragweed,native,NA,Perennial herb,Perennial,98,30,63,0,2180,7,11,298,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Ambrosia,salsola,Ambrosia salsola,Burrobrush,native,NA,Shrub,Perennial,110,20,74,-19,2280,3,4,10768,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Ambrosia,salsola,Ambrosia salsola var. salsola,Burrobrush,native,NA,Shrub,Perennial,108,18,74,-10,2000,2,6,10767,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Amelanchier,pallida,Amelanchier pallida,Pallid service berry,native,NA,Shrub,Perennial,87,16,62,0,2800,5,6,303,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Amelanchier,utahensis,Amelanchier utahensis,Pale leaved serviceberry,native,NA,Shrub,Perennial,95,14,64,0,2950,4,6,304,NA,NA,NA,NA,NA,NA,NA
LYTHRACEAE,Ammannia,coccinea,Ammannia coccinea,Red ammannia,native,NA,Annual herb,Annual,97,34,60,0,1530,7,8,306,NA,NA,NA,NA,NA,NA,NA
LYTHRACEAE,Ammannia,robusta,Ammannia robusta,Grand ammania,native,NA,Annual herb,Annual,97,34,60,0,1350,6,8,307,NA,NA,NA,NA,NA,NA,NA
APIACEAE,Ammi,majus,Ammi majus,Bishop's weed,non-native,NA,"Annual, Biennial herb",Annual,83,38,43,0,2280,5,7,308,NA,NA,NA,NA,NA,NA,NA
APIACEAE,Ammi,visnaga,Ammi visnaga,Bisnaga,non-native,NA,"Annual, Biennial herb",Annual,93,38,55,0,80,6,7,309,NA,NA,NA,NA,NA,NA,NA
POACEAE,Ammophila,arenaria,Ammophila arenaria,European beachgrass,non-native invasive,NA,Perennial grass,Perennial,70,40,27,0,350,3,5,310,NA,NA,NA,NA,NA,NA,NA
FABACEAE,Amorpha,californica,Amorpha californica,False indigo,native,NA,Shrub,Perennial,96,22,60,45,2350,4,7,313,NA,NA,NA,NA,NA,NA,NA
FABACEAE,Amorpha,californica,Amorpha californica var. californica,California false indigo,native,NA,Shrub,Perennial,93,22,59,80,2330,4,7,314,NA,NA,NA,NA,NA,NA,NA
RHABDOWEISIACEAE,Amphidium,californicum,Amphidium californicum,NA,native,NA,Moss,Perennial,88,18,52,NA,NA,NA,NA,13687,NA,NA,NA,NA,NA,NA,NA
BORAGINACEAE,Amsinckia,douglasiana,Amsinckia douglasiana,Douglas' fiddleneck,rare,NA,Annual herb,Annual,96,32,61,180,1830,3,5,321,NA,NA,NA,NA,NA,NA,NA
BORAGINACEAE,Amsinckia,intermedia,Amsinckia intermedia,Common fiddleneck,native,NA,Annual herb,Annual,101,20,64,0,2230,2,6,11324,NA,NA,NA,NA,NA,NA,NA
BORAGINACEAE,Amsinckia,lycopsoides,Amsinckia lycopsoides,Tarweed fiddleneck,native,NA,Annual herb,Annual,95,32,61,0,610,5,6,325,NA,NA,NA,NA,NA,NA,NA
BORAGINACEAE,Amsinckia,menziesii,Amsinckia menziesii,Fiddleneck,native,NA,Annual herb,Annual,102,18,67,0,2280,3,5,326,NA,NA,NA,NA,NA,NA,NA
BORAGINACEAE,Amsinckia,retrorsa,Amsinckia retrorsa,Rigid fiddleneck,native,NA,Annual herb,Annual,98,20,64,20,2150,2,5,11325,NA,NA,NA,NA,NA,NA,NA
BORAGINACEAE,Amsinckia,spectabilis,Amsinckia spectabilis,Seaside fiddleneck,native,NA,Annual herb,Annual,78,40,37,0,310,4,5,329,NA,NA,NA,NA,NA,NA,NA
BORAGINACEAE,Amsinckia,spectabilis,Amsinckia spectabilis var. microcarpa,Small fruit seaside fiddleneck,native,NA,Annual herb,Annual,75,40,34,0,220,4,5,330,NA,NA,NA,NA,NA,NA,NA
BORAGINACEAE,Amsinckia,spectabilis,Amsinckia spectabilis var. spectabilis,Seaside fiddleneck,native,NA,Annual herb,Annual,73,40,32,0,270,4,5,331,NA,NA,NA,NA,NA,NA,NA
BORAGINACEAE,Amsinckia,tessellata,Amsinckia tessellata,Devil's lettuce,native,NA,Annual herb,Annual,106,18,72,0,2360,3,6,332,NA,NA,NA,NA,NA,NA,NA
BORAGINACEAE,Amsinckia,tessellata,Amsinckia tessellata var. gloriosa,Large flowered devil's fiddleneck,native,NA,Annual herb,Annual,95,32,62,410,1000,3,6,333,NA,NA,NA,NA,NA,NA,NA
BORAGINACEAE,Amsinckia,tessellata,Amsinckia tessellata var. tessellata,Devil's lettuce,native,NA,Annual herb,Annual,103,18,72,0,2390,2,6,334,NA,NA,NA,NA,NA,NA,NA
BORAGINACEAE,Amsinckia,vernicosa,Amsinckia vernicosa,Green fiddleneck,native,NA,Annual herb,Annual,97,32,63,150,1660,3,5,335,NA,NA,NA,NA,NA,NA,NA
BARTRAMIACEAE,Anacolia,baueri,Anacolia baueri,NA,native,NA,Moss,Perennial,92,30,55,NA,NA,NA,NA,13690,NA,NA,NA,NA,NA,NA,NA
BARTRAMIACEAE,Anacolia,menziesii,Anacolia menziesii,NA,native,NA,Moss,Perennial,93,26,57,400,990,NA,NA,13691,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Anaphalis,margaritacea,Anaphalis margaritacea,Pearly everlasting,native,NA,Perennial herb,Perennial,96,14,61,0,2750,6,8,341,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Ancistrocarphus,filagineus,Ancistrocarphus filagineus,Woolly fishhooks,native,NA,Annual herb,Annual,95,20,64,0,1760,3,5,345,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Ancistrocarphus,keilii,Ancistrocarphus keilii,Santa ynez groundstar,rare,NA,Annual herb,Annual,NA,NA,NA,NA,NA,3,4,8877,NA,NA,NA,NA,NA,NA,NA
POACEAE,Andropogon,glomeratus,Andropogon glomeratus,Bushy bluestem,native,NA,Perennial grass,Perennial,110,30,74,70,2280,8,9,9673,NA,NA,NA,NA,NA,NA,NA
POACEAE,Andropogon,glomeratus,Andropogon glomeratus var. scabriglumis,Beardgrass,native,NA,Perennial grass,Perennial,109,32,73,85,2280,8,9,346,NA,NA,NA,NA,NA,NA,NA
SAURURACEAE,Anemopsis,californica,Anemopsis californica,Yerba mansa,native,NA,Perennial herb,Perennial,110,20,73,0,2030,2,3,360,NA,NA,NA,NA,NA,NA,NA
APIACEAE,Anethum,graveolens,Anethum graveolens,Dill,non-native,NA,Annual herb,Annual,89,40,46,5,400,6,8,361,NA,NA,NA,NA,NA,NA,NA
APIACEAE,Angelica,tomentosa,Angelica tomentosa,Woolly angelica,native,NA,Perennial herb,Perennial,89,24,55,70,2280,6,8,371,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Anisocoma,acaulis,Anisocoma acaulis,Scale bud,native,NA,Annual herb,Annual,100,14,71,150,2480,3,6,372,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Anomobryum,julaceum,Anomobryum julaceum,Slender silver moss,rare,NA,Moss,Perennial,95,38,57,NA,NA,NA,NA,8879,NA,NA,NA,NA,NA,NA,NA
BASELLACEAE,Anredera,cordifolia,Anredera cordifolia,Mignonette vine,non-native,NA,"Perennial herb, Vine",Perennial,72,44,27,NA,NA,7,11,374,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Anthemis,cotula,Anthemis cotula,Dog fennel,non-native,NA,Annual herb,Annual,96,18,60,0,2640,5,9,392,NA,NA,NA,NA,NA,NA,NA
ANTHOCEROTACEAE,Anthoceros,fusiformis,Anthoceros fusiformis,Hornwort,native,NA,Hornwort,Perennial,90,38,53,90,130,NA,NA,12220,NA,NA,NA,NA,NA,NA,NA
POACEAE,Anthoxanthum,odoratum,Anthoxanthum odoratum,Sweet vernal grass,non-native invasive,NA,"Annual, Perennial grass",Annual,92,30,55,0,1790,5,6,395,NA,NA,NA,NA,NA,NA,NA
APIACEAE,Anthriscus,caucalis,Anthriscus caucalis,Bur chervil,non-native,NA,"Annual herb, Vine",Annual,98,26,59,0,1940,3,5,396,NA,NA,NA,NA,NA,NA,NA
PLANTAGINACEAE,Antirrhinum,coulterianum,Antirrhinum coulterianum,Coulter's snapdragon,native,NA,Annual herb,Annual,97,30,61,65,1880,4,6,398,NA,NA,NA,NA,NA,NA,NA
PLANTAGINACEAE,Antirrhinum,kelloggii,Antirrhinum kelloggii,Lax snapdragon,native,NA,Annual herb,Annual,94,32,60,35,1850,3,5,401,NA,NA,NA,NA,NA,NA,NA
PLANTAGINACEAE,Antirrhinum,majus,Antirrhinum majus,Garden snapdragon,non-native,NA,"Annual, Perennial herb",Annual,91,34,56,10,2280,3,6,404,NA,NA,NA,NA,NA,NA,NA
PLANTAGINACEAE,Antirrhinum,nuttallianum,Antirrhinum nuttallianum,Nuttall's snapdragon,native,NA,"Annual, Perennial herb",Annual,94,32,57,0,1900,5,7,406,NA,NA,NA,NA,NA,NA,NA
PLANTAGINACEAE,Antirrhinum,nuttallianum,Antirrhinum nuttallianum ssp. nuttallianum,Nuttall's snapdragon,native,NA,"Annual, Perennial herb",Annual,95,32,58,25,1700,5,7,407,NA,NA,NA,NA,NA,NA,NA
PLANTAGINACEAE,Antirrhinum,nuttallianum,Antirrhinum nuttallianum ssp. subsessile,Nuttall's snapdragon,native,NA,"Annual, Perennial herb",Annual,94,34,57,0,330,3,8,408,NA,NA,NA,NA,NA,NA,NA
PLANTAGINACEAE,Antirrhinum,ovatum,Antirrhinum ovatum,Oval leaved snapdragon,rare,NA,Annual herb,Annual,92,32,60,620,1180,5,11,410,NA,NA,NA,NA,NA,NA,NA
PLANTAGINACEAE,Antirrhinum,thompsonii,Antirrhinum thompsonii,NA,native,NA,Perennial herb,Perennial,92,32,56,65,1850,4,8,14286,NA,NA,NA,NA,NA,NA,NA
LEUCODONTACEAE,Antitrichia,californica,Antitrichia californica,NA,native,NA,Moss,Perennial,93,24,61,110,850,NA,NA,13701,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Aphanes,occidentalis,Aphanes occidentalis,Ladie's mantle,native,NA,"Annual, Perennial herb",Annual,96,30,61,0,1880,2,4,420,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Aphanisma,blitoides,Aphanisma blitoides,Aphanisma,rare,NA,Annual herb,Annual,79,44,33,0,190,3,6,421,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Aphyllon,californicum,Aphyllon californicum,California orobanche,native,NA,Perennial herb (parasitic),Perennial,99,20,62,0,2560,NA,NA,13432,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Aphyllon,californicum,Aphyllon californicum ssp. condensum,California broomrape,native,NA,Perennial herb (parasitic),Perennial,93,30,60,0,660,5,8,13434,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Aphyllon,californicum,Aphyllon californicum ssp. feudgei,California broomrape,native,NA,Perennial herb (parasitic),Perennial,89,22,58,1300,2610,5,8,13435,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Aphyllon,californicum,Aphyllon californicum ssp. grande,California broomrape,native,NA,Perennial herb (parasitic),Perennial,74,44,28,0,65,5,8,13436,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Aphyllon,californicum,Aphyllon californicum ssp. jepsonii,Jepson's california broom rape,native,NA,Perennial herb (parasitic),Perennial,95,34,61,150,1720,5,8,13438,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Aphyllon,fasciculatum,Aphyllon fasciculatum,Clustered broomrape,native,NA,Perennial herb (parasitic),Perennial,95,12,64,0,3180,3,8,13441,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Aphyllon,franciscanum,Aphyllon franciscanum,Clustered broomrape,native,NA,Perennial herb,Perennial,94,18,63,120,2260,2,7,14625,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Aphyllon,parishii,Aphyllon parishii,Parish's broom rape,native,NA,Perennial herb (parasitic),Perennial,95,26,58,20,2600,NA,NA,13442,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Aphyllon,parishii,Aphyllon parishii ssp. brachylobum,Short lobed broom rape,native,NA,Perennial herb (parasitic),Perennial,72,44,22,5,130,NA,NA,13443,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Aphyllon,parishii,Aphyllon parishii ssp. parishii,Parish broomrape,native,NA,Perennial herb (parasitic),Perennial,96,22,61,80,2600,4,10,13444,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Aphyllon,purpureum,Aphyllon purpureum,Naked broom rape,native,NA,Annual herb,Annual,94,16,62,0,2870,4,7,13529,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Aphyllon,tuberosum,Aphyllon tuberosum,Chaparral broomrape,native,NA,Perennial herb (parasitic),Perennial,95,28,60,25,2280,4,6,13446,NA,NA,NA,NA,NA,NA,NA
OROBANCHACEAE,Aphyllon,vallicola,Aphyllon vallicola,Hillside broomrape,native,NA,"Annual, Perennial herb",Annual,93,36,58,NA,NA,7,9,14626,NA,NA,NA,NA,NA,NA,NA
APIACEAE,Apiastrum,angustifolium,Apiastrum angustifolium,Wild celery,native,NA,Annual herb,Annual,95,30,60,0,1550,3,4,422,NA,NA,NA,NA,NA,NA,NA
APIACEAE,Apium,graveolens,Apium graveolens,Celery,non-native,Severe skin irritation from touching the aboveground parts or sap of this plant.,"Annual, Biennial herb",Annual,99,30,64,0,1790,5,7,423,"aboveground parts, sap",aboveground parts,sap,NA,furocoumarin,furocoumarin,NA
APOCYNACEAE,Apocynum,cannabinum,Apocynum cannabinum,Indian hemp,native,Do not eat any part of this plant.,Perennial herb,Perennial,99,16,71,0,2590,6,8,426,NA,NA,NA,NA,NA,NA,NA
RANUNCULACEAE,Aquilegia,eximia,Aquilegia eximia,Van Houtte's columbine,native,NA,Perennial herb,Perennial,91,30,58,100,1450,5,10,429,NA,NA,NA,NA,NA,NA,NA
RANUNCULACEAE,Aquilegia,formosa,Aquilegia formosa,Columbine,native,NA,Perennial herb,Perennial,94,10,63,0,3270,3,5,430,NA,NA,NA,NA,NA,NA,NA
ARALIACEAE,Aralia,californica,Aralia californica,California spikenard,native,NA,Perennial herb,Perennial,92,26,61,0,2030,6,9,504,NA,NA,NA,NA,NA,NA,NA
ARAUCARIACEAE,Araucaria,bidwillii,Araucaria bidwillii,Bunya bunya,non-native,NA,Tree,Perennial,NA,NA,NA,NA,NA,NA,NA,12230,NA,NA,NA,NA,NA,NA,NA
ARAUCARIACEAE,Araucaria,columnaris,Araucaria columnaris,New caledonia pine,non-native,NA,Tree,Perennial,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA
APOCYNACEAE,Araujia,sericifera,Araujia sericifera,Bladderflower,non-native invasive,Do not eat any part of this plant.,"Perennial herb, Vine",Perennial,92,40,52,0,1090,8,10,505,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arbutus,menziesii,Arbutus menziesii,Madrono,native,NA,Tree,Perennial,94,28,60,0,1860,4,5,506,NA,NA,NA,NA,NA,NA,NA
VISCACEAE,Arceuthobium,campylopodum,Arceuthobium campylopodum,Pine  dwarf mistletoe,native,Do not eat any part of this plant.,Perennial herb (parasitic),Perennial,95,16,62,0,2670,7,11,510,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Arctium,minus,Arctium minus,Common burdock,non-native,NA,Perennial herb,Perennial,91,20,64,35,1410,7,10,522,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,confertiflora,Arctostaphylos confertiflora,Santa rosa island manzanita,rare,NA,Shrub,Perennial,NA,NA,NA,NA,NA,2,4,543,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,crustacea,Arctostaphylos crustacea,Brittle leaf manzanita,native,NA,Shrub,Perennial,87,34,48,0,1520,1,3,11335,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,crustacea,Arctostaphylos crustacea ssp. crustacea,Brittle leaf manzanita,native,NA,Shrub,Perennial,87,34,48,0,1110,1,3,11337,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,crustacea,Arctostaphylos crustacea ssp. eastwoodiana,Eastwood's brittle-leaf manzanita,rare,NA,Shrub,Perennial,77,42,33,290,330,3,3,11155,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,crustacea,Arctostaphylos crustacea ssp. insulicola,Island manzanita,rare,NA,Shrub,Perennial,80,42,38,210,250,12,6,11156,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,crustacea,Arctostaphylos crustacea ssp. rosei,Rose's manzanita,native,NA,Shrub,Perennial,80,42,38,0,480,1,3,11338,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,crustacea,Arctostaphylos crustacea ssp. subcordata,Santa cruz island manzanita,rare,NA,Shrub,Perennial,NA,NA,NA,NA,NA,1,4,11157,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,glandulosa,Arctostaphylos glandulosa,Eastwood manzanita,native,NA,Shrub,Perennial,91,28,57,0,2310,1,3,548,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,glandulosa,Arctostaphylos glandulosa ssp. adamsii,Adams' manzanita,native,NA,Shrub,Perennial,93,30,61,NA,NA,1,3,550,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,glandulosa,Arctostaphylos glandulosa ssp. cushingiana,Cushing manzanita,native,NA,Shrub,Perennial,91,28,57,55,2280,1,3,11339,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,glandulosa,Arctostaphylos glandulosa ssp. gabrielensis,San gabriel manzanita,rare,NA,Shrub,Perennial,87,30,51,1480,2300,3,3,11159,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,glandulosa,Arctostaphylos glandulosa ssp. glandulosa,Eastwood manzanita,native,NA,Shrub,Perennial,90,32,54,0,2310,1,3,552,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,glandulosa,Arctostaphylos glandulosa ssp. mollis,Transverse range manzanita,native,NA,Shrub,Perennial,91,32,51,430,2290,1,3,554,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,glauca,Arctostaphylos glauca,Big berry manzanita,native,NA,"Tree, Shrub",Perennial,96,28,64,50,2440,1,2,556,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,hooveri,Arctostaphylos hooveri,Hoover's manzanita,rare,NA,Shrub,Perennial,82,40,43,0,920,2,6,565,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,insularis,Arctostaphylos insularis,Island manzanita,native,NA,Shrub,Perennial,75,44,31,0,400,12,6,567,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,morroensis,Arctostaphylos morroensis,Morro manzanita,rare,NA,Shrub,Perennial,72,42,31,0,70,12,3,584,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,parryana,Arctostaphylos parryana,Parry manzanita,native,NA,Shrub,Perennial,95,24,64,750,2530,3,4,595,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,parryana,Arctostaphylos parryana ssp. parryana,Parry manzanita,native,NA,Shrub,Perennial,95,28,65,750,2340,3,4,8854,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,pechoensis,Arctostaphylos pechoensis,Pecho manzanita,rare,NA,Shrub,Perennial,81,36,45,20,410,11,3,597,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,pungens,Arctostaphylos pungens,Mexican manzanita,native,NA,"Tree, Shrub",Perennial,95,26,63,240,2280,1,2,602,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,purissima,Arctostaphylos purissima,La purisima manzanita,rare,NA,Shrub,Perennial,79,40,35,40,420,11,5,603,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,purissima,Arctostaphylos purissima ssp. globosa,Globose manzanita,native,NA,Shrub,Perennial,NA,NA,NA,NA,NA,12,3,14704,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,purissima,Arctostaphylos purissima ssp. purissima,La Purisima manzanita,native,NA,Shrub,Perennial,77,42,33,NA,NA,12,3,14705,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,refugioensis,Arctostaphylos refugioensis,Refugio manzanita,rare,NA,Shrub,Perennial,83,40,33,130,550,12,3,605,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,rudis,Arctostaphylos rudis,Sand mesa manzanita,rare,NA,Shrub,Perennial,75,40,36,40,360,11,2,607,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,tomentosa,Arctostaphylos tomentosa,Woolly leaf manzanita,native,NA,Shrub,Perennial,82,38,42,0,1480,1,3,613,NA,NA,NA,NA,NA,NA,NA
ERICACEAE,Arctostaphylos,viridissima,Arctostaphylos viridissima,Mcminn's manzanita,rare,NA,Shrub,Perennial,NA,NA,NA,85,360,12,5,628,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Arctotheca,calendula,Arctotheca calendula,Cape weed,non-native invasive,NA,"Annual, Perennial herb",Annual,84,38,44,0,740,3,8,634,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Arctotheca,prostrata,Arctotheca prostrata,Prostrate cape weed,non-native invasive,NA,"Annual, Perennial herb",Annual,83,38,44,0,740,1,12,11138,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Arctotis,venusta,Arctotis venusta,Blue-eyed african daisy,non-native,NA,Perennial herb,Perennial,NA,NA,NA,NA,NA,4,11,11348,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Arenaria,paludicola,Arenaria paludicola,Marsh sandwort,rare,NA,Perennial herb,Perennial,67,44,23,0,20,5,8,652,NA,NA,NA,NA,NA,NA,NA
PAPAVERACEAE,Argemone,munita,Argemone munita,Prickly poppy,native,NA,"Annual, Perennial herb",Annual,105,14,69,45,2700,8,8,657,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Argyranthemum,foeniculaceum,Argyranthemum foeniculaceum,Canary island margeurite,non-native,NA,Perennial herb,Perennial,75,44,29,0,2280,3,8,658,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Argyranthemum,frutescens,Argyranthemum frutescens,Marguerite,non-native,NA,Perennial herb,Perennial,77,46,31,0,0,NA,NA,9021,NA,NA,NA,NA,NA,NA,NA
PTERIDACEAE,Argyrochosma,jonesii,Argyrochosma jonesii,Jones' false cloak fern,native,NA,Fern,Perennial,97,18,69,490,2680,NA,NA,659,NA,NA,NA,NA,NA,NA,NA
POACEAE,Aristida,adscensionis,Aristida adscensionis,Three awn,native,NA,Annual grass,Annual,106,30,67,-4,1860,1,11,661,NA,NA,NA,NA,NA,NA,NA
POACEAE,Aristida,divaricata,Aristida divaricata,Poverty three awn,native,NA,Perennial grass,Perennial,96,24,63,400,2290,5,6,663,NA,NA,NA,NA,NA,NA,NA
POACEAE,Aristida,purpurea,Aristida purpurea,Purple three awn,native,NA,Perennial grass,Perennial,104,20,69,80,2280,2,3,665,NA,NA,NA,NA,NA,NA,NA
POACEAE,Aristida,purpurea,Aristida purpurea var. parishii,Parish three awn,native,NA,Perennial grass,Perennial,103,34,64,210,1810,2,3,669,NA,NA,NA,NA,NA,NA,NA
POACEAE,Aristida,ternipes,Aristida ternipes,Spidergrass,native,NA,Perennial grass,Perennial,96,34,59,95,2280,5,11,9023,NA,NA,NA,NA,NA,NA,NA
POACEAE,Aristida,ternipes,Aristida ternipes var. gentilis,Spidergrass,native,NA,Perennial grass,Perennial,94,34,59,95,2280,5,11,9694,NA,NA,NA,NA,NA,NA,NA
PLUMBAGINACEAE,Armeria,maritima,Armeria maritima,Thrift seapink,native,NA,Perennial herb,Perennial,73,40,32,0,350,5,6,9695,NA,NA,NA,NA,NA,NA,NA
PLUMBAGINACEAE,Armeria,maritima,Armeria maritima ssp. californica,Sea thrift,native,NA,Perennial herb,Perennial,73,40,32,0,410,5,6,675,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Arnica,discoidea,Arnica discoidea,Rayless arnica,native,Do not eat any part of this plant.,Perennial herb,Perennial,94,18,63,25,2070,4,6,683,NA,NA,NA,NA,NA,NA,NA
POACEAE,Arrhenatherum,elatius,Arrhenatherum elatius,Tall oatgrass,non-native,NA,Perennial grass,Perennial,90,28,59,40,1620,6,7,697,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Artemisia,biennis,Artemisia biennis,Biennial sagewort,non-native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,"Annual, Perennial herb",Annual,94,22,64,0,1820,9,11,703,leaf,leaf,NA,NA,oil,oil,NA
ASTERACEAE,Artemisia,californica,Artemisia californica,Coastal sage brush,native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,Shrub,Perennial,96,30,61,0,1640,4,10,705,leaf,leaf,NA,NA,oil,oil,NA
ASTERACEAE,Artemisia,douglasiana,Artemisia douglasiana,California mugwort,native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,Perennial herb,Perennial,98,14,64,0,2830,5,10,708,leaf,leaf,NA,NA,oil,oil,NA
